,segment,ring,x,y,path,block_id,City,Month,AvgTemperature
1724,7,7,1.93991732623509,4.39052625175763,9,229,Bordeaux,7,23.56451612903226
1725,7,7,1.86508312418412,4.42283449157705,10,229,Bordeaux,7,23.56451612903226
1726,7,7,1.78971109334548,4.45386733102325,11,229,Bordeaux,7,23.56451612903226
1727,7,7,1.90156803667957,4.7322340392122,12,229,Bordeaux,7,23.56451612903226
1728,7,7,1.98165081944563,4.69926164730061,13,229,Bordeaux,7,23.56451612903226
1729,7,7,2.06116215912478,4.66493414249248,14,229,Bordeaux,7,23.56451612903226
1730,7,7,2.1400791272551,4.62926142371405,15,229,Bordeaux,7,23.56451612903226
1731,7,7,2.2183789667719,4.59225377780715,16,229,Bordeaux,7,23.56451612903226
1732,7,7,2.29603909857013,4.5539218765628,17,229,Bordeaux,7,23.56451612903226
1733,7,7,2.3730371280155,4.51427677364381,18,229,Bordeaux,7,23.56451612903226
1734,7,7,2.44935085140227,4.47332990139728,19,229,Bordeaux,7,23.56451612903226
1735,7,7,2.52495826235615,4.43109306755787,20,229,Bordeaux,7,23.56451612903226
1736,7,7,2.59983755818017,4.38757845184286,21,229,Bordeaux,7,23.56451612903226
1737,7,7,2.67396714614188,4.34279860243989,22,229,Bordeaux,7,23.56451612903226
1738,7,8,2.67396714614188,4.34279860243989,1,266,Bordeaux,8,21.754480286738353
1739,7,8,2.59983755818017,4.38757845184286,2,266,Bordeaux,8,21.754480286738353
1740,7,8,2.52495826235615,4.43109306755787,3,266,Bordeaux,8,21.754480286738353
1741,7,8,2.44935085140227,4.47332990139728,4,266,Bordeaux,8,21.754480286738353
1742,7,8,2.3730371280155,4.51427677364381,5,266,Bordeaux,8,21.754480286738353
1743,7,8,2.29603909857013,4.5539218765628,6,266,Bordeaux,8,21.754480286738353
1744,7,8,2.2183789667719,4.59225377780715,7,266,Bordeaux,8,21.754480286738353
1745,7,8,2.1400791272551,4.62926142371405,8,266,Bordeaux,8,21.754480286738353
1746,7,8,2.06116215912478,4.66493414249248,9,266,Bordeaux,8,21.754480286738353
1747,7,8,1.98165081944563,4.69926164730061,10,266,Bordeaux,8,21.754480286738353
1748,7,8,1.90156803667957,4.7322340392122,11,266,Bordeaux,8,21.754480286738353
1749,7,8,2.01342498001367,5.01060074740115,12,266,Bordeaux,8,21.754480286738353
1750,7,8,2.09821851470714,4.97568880302418,13,266,Bordeaux,8,21.754480286738353
1751,7,8,2.18240699201448,4.93934203322733,14,266,Bordeaux,8,21.754480286738353
1752,7,8,2.2659661347407,4.90157091922664,15,266,Bordeaux,8,21.754480286738353
1753,7,8,2.34887184717024,4.86238635297228,16,266,Bordeaux,8,21.754480286738353
1754,7,8,2.43110022201544,4.82179963400767,17,266,Bordeaux,8,21.754480286738353
1755,7,8,2.51262754731053,4.77982246621109,18,266,Bordeaux,8,21.754480286738353
1756,7,8,2.59343031324946,4.73646695442065,19,266,Bordeaux,8,21.754480286738353
1757,7,8,2.67348521896533,4.69174560094363,20,266,Bordeaux,8,21.754480286738353
1758,7,8,2.75276917924959,4.64567130195126,21,266,Bordeaux,8,21.754480286738353
1759,7,8,2.83125933120905,4.59825734375988,22,266,Bordeaux,8,21.754480286738353
1760,7,9,2.83125933120905,4.59825734375988,1,303,Bordeaux,9,19.287037037037035
1761,7,9,2.75276917924959,4.64567130195126,2,303,Bordeaux,9,19.287037037037035
1762,7,9,2.67348521896533,4.69174560094363,3,303,Bordeaux,9,19.287037037037035
1763,7,9,2.59343031324946,4.73646695442065,4,303,Bordeaux,9,19.287037037037035
1764,7,9,2.51262754731053,4.77982246621109,5,303,Bordeaux,9,19.287037037037035
1765,7,9,2.43110022201544,4.82179963400767,6,303,Bordeaux,9,19.287037037037035
1766,7,9,2.34887184717024,4.86238635297228,7,303,Bordeaux,9,19.287037037037035
1767,7,9,2.2659661347407,4.90157091922664,8,303,Bordeaux,9,19.287037037037035
1768,7,9,2.18240699201448,4.93934203322733,9,303,Bordeaux,9,19.287037037037035
1769,7,9,2.09821851470714,4.97568880302418,10,303,Bordeaux,9,19.287037037037035
1770,7,9,2.01342498001367,5.01060074740115,11,303,Bordeaux,9,19.287037037037035
1771,7,9,2.12528192334776,5.2889674555901,12,303,Bordeaux,9,19.287037037037035
1772,7,9,2.21478620996864,5.25211595874774,13,303,Bordeaux,9,19.287037037037035
1773,7,9,2.30365182490417,5.21374992396218,14,303,Bordeaux,9,19.287037037037035
1774,7,9,2.39185314222629,5.17388041473923,15,303,Bordeaux,9,19.287037037037035
1775,7,9,2.47936472756859,5.1325189281374,16,303,Bordeaux,9,19.287037037037035
1776,7,9,2.56616134546074,5.08967739145254,17,303,Bordeaux,9,19.287037037037035
